,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,ORCL_BALANCE_SHEET_reportedCurrency,ORCL_BALANCE_SHEET_totalAssets,ORCL_BALANCE_SHEET_totalCurrentAssets,ORCL_BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,ORCL_BALANCE_SHEET_cashAndShortTermInvestments,ORCL_BALANCE_SHEET_inventory,ORCL_BALANCE_SHEET_currentNetReceivables,ORCL_BALANCE_SHEET_totalNonCurrentAssets,ORCL_BALANCE_SHEET_propertyPlantEquipment,ORCL_BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,ORCL_BALANCE_SHEET_intangibleAssets,ORCL_BALANCE_SHEET_intangibleAssetsExcludingGoodwill,ORCL_BALANCE_SHEET_goodwill,ORCL_BALANCE_SHEET_investments,ORCL_BALANCE_SHEET_longTermInvestments,ORCL_BALANCE_SHEET_shortTermInvestments,ORCL_BALANCE_SHEET_otherCurrentAssets,ORCL_BALANCE_SHEET_otherNonCurrentAssets,ORCL_BALANCE_SHEET_totalLiabilities,ORCL_BALANCE_SHEET_totalCurrentLiabilities,ORCL_BALANCE_SHEET_currentAccountsPayable,ORCL_BALANCE_SHEET_deferredRevenue,ORCL_BALANCE_SHEET_currentDebt,ORCL_BALANCE_SHEET_shortTermDebt,ORCL_BALANCE_SHEET_totalNonCurrentLiabilities,ORCL_BALANCE_SHEET_capitalLeaseObligations,ORCL_BALANCE_SHEET_longTermDebt,ORCL_BALANCE_SHEET_currentLongTermDebt,ORCL_BALANCE_SHEET_longTermDebtNoncurrent,ORCL_BALANCE_SHEET_shortLongTermDebtTotal,ORCL_BALANCE_SHEET_otherCurrentLiabilities,ORCL_BALANCE_SHEET_otherNonCurrentLiabilities,ORCL_BALANCE_SHEET_totalShareholderEquity,ORCL_BALANCE_SHEET_treasuryStock,ORCL_BALANCE_SHEET_retainedEarnings,ORCL_BALANCE_SHEET_commonStock,ORCL_BALANCE_SHEET_commonStockSharesOutstanding,ORCL_CASH_FLOW_reportedCurrency,ORCL_CASH_FLOW_operatingCashflow,ORCL_CASH_FLOW_paymentsForOperatingActivities,ORCL_CASH_FLOW_proceedsFromOperatingActivities,ORCL_CASH_FLOW_changeInOperatingLiabilities,ORCL_CASH_FLOW_changeInOperatingAssets,ORCL_CASH_FLOW_depreciationDepletionAndAmortization,ORCL_CASH_FLOW_capitalExpenditures,ORCL_CASH_FLOW_changeInReceivables,ORCL_CASH_FLOW_changeInInventory,ORCL_CASH_FLOW_profitLoss,ORCL_CASH_FLOW_cashflowFromInvestment,ORCL_CASH_FLOW_cashflowFromFinancing,ORCL_CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,ORCL_CASH_FLOW_paymentsForRepurchaseOfCommonStock,ORCL_CASH_FLOW_paymentsForRepurchaseOfEquity,ORCL_CASH_FLOW_paymentsForRepurchaseOfPreferredStock,ORCL_CASH_FLOW_dividendPayout,ORCL_CASH_FLOW_dividendPayoutCommonStock,ORCL_CASH_FLOW_dividendPayoutPreferredStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfCommonStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,ORCL_CASH_FLOW_proceedsFromIssuanceOfPreferredStock,ORCL_CASH_FLOW_proceedsFromRepurchaseOfEquity,ORCL_CASH_FLOW_proceedsFromSaleOfTreasuryStock,ORCL_CASH_FLOW_changeInCashAndCashEquivalents,ORCL_CASH_FLOW_changeInExchangeRate,ORCL_CASH_FLOW_netIncome,ORCL_INCOME_STATEMENT_reportedCurrency,ORCL_INCOME_STATEMENT_grossProfit,ORCL_INCOME_STATEMENT_totalRevenue,ORCL_INCOME_STATEMENT_costOfRevenue,ORCL_INCOME_STATEMENT_costofGoodsAndServicesSold,ORCL_INCOME_STATEMENT_operatingIncome,ORCL_INCOME_STATEMENT_sellingGeneralAndAdministrative,ORCL_INCOME_STATEMENT_researchAndDevelopment,ORCL_INCOME_STATEMENT_operatingExpenses,ORCL_INCOME_STATEMENT_investmentIncomeNet,ORCL_INCOME_STATEMENT_netInterestIncome,ORCL_INCOME_STATEMENT_interestIncome,ORCL_INCOME_STATEMENT_interestExpense,ORCL_INCOME_STATEMENT_nonInterestIncome,ORCL_INCOME_STATEMENT_otherNonOperatingIncome,ORCL_INCOME_STATEMENT_depreciation,ORCL_INCOME_STATEMENT_depreciationAndAmortization,ORCL_INCOME_STATEMENT_incomeBeforeTax,ORCL_INCOME_STATEMENT_incomeTaxExpense,ORCL_INCOME_STATEMENT_interestAndDebtExpense,ORCL_INCOME_STATEMENT_netIncomeFromContinuingOperations,ORCL_INCOME_STATEMENT_comprehensiveIncomeNetOfTax,ORCL_INCOME_STATEMENT_ebit,ORCL_INCOME_STATEMENT_ebitda,ORCL_INCOME_STATEMENT_netIncome,ORCL_EARNINGS_reportedDate,ORCL_EARNINGS_reportedEPS,ORCL_EARNINGS_estimatedEPS,ORCL_EARNINGS_surprise,ORCL_EARNINGS_surprisePercentage,ORCL_EARNINGS_reportTime,ORCL_SHARES_OUTSTANDING_shares_outstanding_diluted,ORCL_SHARES_OUTSTANDING_shares_outstanding_basic
2015-10-30,36.2300,39.0400,35.6400,38.8400,33.3992,317498512,0.1500,USD,109706000000,62122000000,16739000000,16739000000,251000000,3475000000,47584000000,3896000000,None,5955000000,5955000000,34133000000,None,None,39191000000,2466000000,None,62168000000,15391000000,422000000,None,None,2000000000,46777000000,None,40050000000,None,None,42050000000,-517000000,6727000000,47097000000,0,24964000000,23272000000,4412000000,USD,5856000000,None,None,None,None,671000000,446000000,2150000000,50000000,None,-7471000000,-3270000000,None,None,None,None,650000000,650000000,None,None,None,None,-2916000000,None,-4977000000,-92000000,1747000000,USD,6598000000,8448000000,1850000000,1850000000,2654000000,257000000,1390000000,3944000000,None,None,None,374000000,None,30000000,None,461000000,2310000000,563000000,None,1747000000,None,2768000000,3229000000,1747000000,2015-09-16,0.53,0.52,0.01,1.9231,post-market,4412000000,4317000000
2015-11-30,39.0500,40.6400,37.2200,38.9700,33.5110,294535169,0.0000,USD,106483000000,58618000000,17411000000,17411000000,238000000,3956000000,47865000000,3855000000,None,5599000000,5599000000,34171000000,None,None,34924000000,2089000000,None,60151000000,13754000000,415000000,None,None,2000000000,46397000000,None,39940000000,None,None,41940000000,68000000,6457000000,45924000000,0,23737000000,23426000000,4316000000,USD,501000000,None,None,None,None,633000000,195000000,-536000000,11000000,None,4133000000,-3756000000,None,None,None,None,636000000,636000000,None,None,None,None,-3419000000,None,672000000,-206000000,2198000000,USD,7140000000,8993000000,1853000000,1853000000,2955000000,285000000,1444000000,4185000000,None,None,None,371000000,None,84000000,None,443000000,2668000000,471000000,None,2197000000,None,3043000000,3486000000,2197000000,2015-12-16,0.63,0.6,0.03,5,post-market,4316000000,4239000000
2015-12-31,39.0900,39.3900,36.1000,36.5300,31.4128,372871591,0.0000,USD,106483000000,58618000000,17411000000,17411000000,238000000,3956000000,47865000000,3855000000,None,5599000000,5599000000,34171000000,None,None,34924000000,2089000000,None,60151000000,13754000000,415000000,None,None,2000000000,46397000000,None,39940000000,None,None,41940000000,68000000,6457000000,45924000000,0,23737000000,23426000000,4316000000,USD,501000000,None,None,None,None,633000000,195000000,-536000000,11000000,None,4133000000,-3756000000,None,None,None,None,636000000,636000000,None,None,None,None,-3419000000,None,672000000,-206000000,2198000000,USD,7140000000,8993000000,1853000000,1853000000,2955000000,285000000,1444000000,4185000000,None,None,None,371000000,None,84000000,None,443000000,2668000000,471000000,None,2197000000,None,3043000000,3486000000,2197000000,2015-12-16,0.63,0.6,0.03,5,post-market,4316000000,4239000000
2016-01-29,36.0100,36.3100,33.1300,36.3100,31.3546,391875999,0.1500,USD,106483000000,58618000000,17411000000,17411000000,238000000,3956000000,47865000000,3855000000,None,5599000000,5599000000,34171000000,None,None,34924000000,2089000000,None,60151000000,13754000000,415000000,None,None,2000000000,46397000000,None,39940000000,None,None,41940000000,68000000,6457000000,45924000000,0,23737000000,23426000000,4316000000,USD,501000000,None,None,None,None,633000000,195000000,-536000000,11000000,None,4133000000,-3756000000,None,None,None,None,636000000,636000000,None,None,None,None,-3419000000,None,672000000,-206000000,2198000000,USD,7140000000,8993000000,1853000000,1853000000,2955000000,285000000,1444000000,4185000000,None,None,None,371000000,None,84000000,None,443000000,2668000000,471000000,None,2197000000,None,3043000000,3486000000,2197000000,2015-12-16,0.63,0.6,0.03,5,post-market,4316000000,4239000000
2016-02-29,35.9000,37.6500,34.4700,36.7800,31.7605,305502215,0.0000,USD,104894000000,57069000000,15583000000,15583000000,212000000,3844000000,47825000000,4011000000,None,5249000000,5249000000,34284000000,None,None,35184000000,2246000000,None,58558000000,11825000000,410000000,None,None,1536000000,46733000000,None,40106000000,None,None,41642000000,2967000000,6627000000,46336000000,0,23390000000,23526000000,4284000000,USD,3474000000,None,None,None,None,622000000,368000000,132000000,26000000,None,-688000000,-4663000000,None,None,None,None,632000000,632000000,None,None,None,None,-2214000000,None,-1828000000,49000000,2142000000,USD,7173000000,9012000000,1839000000,1839000000,3027000000,290000000,1419000000,4146000000,None,None,None,360000000,None,65000000,None,435000000,2732000000,590000000,None,2142000000,None,3153000000,3588000000,2142000000,2016-03-15,0.64,0.62,0.02,3.2258,post-market,4256000000,4182000000
2016-03-31,37.1500,42.0000,37.0400,40.9100,35.3268,360649776,0.0000,USD,104894000000,57069000000,15583000000,15583000000,212000000,3844000000,47825000000,4011000000,None,5249000000,5249000000,34284000000,None,None,35184000000,2246000000,None,58558000000,11825000000,410000000,None,None,1536000000,46733000000,None,40106000000,None,None,41642000000,2967000000,6627000000,46336000000,0,23390000000,23526000000,4284000000,USD,3474000000,None,None,None,None,622000000,368000000,132000000,26000000,None,-688000000,-4663000000,None,None,None,None,632000000,632000000,None,None,None,None,-2214000000,None,-1828000000,49000000,2142000000,USD,7173000000,9012000000,1839000000,1839000000,3027000000,290000000,1419000000,4146000000,None,None,None,360000000,None,65000000,None,435000000,2732000000,590000000,None,2142000000,None,3153000000,3588000000,2142000000,2016-03-15,0.64,0.62,0.02,3.2258,post-market,4256000000,4182000000
2016-04-29,40.6800,41.4900,39.3700,39.8600,34.5478,218454191,0.1500,USD,104894000000,57069000000,15583000000,15583000000,212000000,3844000000,47825000000,4011000000,None,5249000000,5249000000,34284000000,None,None,35184000000,2246000000,None,58558000000,11825000000,410000000,None,None,1536000000,46733000000,None,40106000000,None,None,41642000000,2967000000,6627000000,46336000000,0,23390000000,23526000000,4284000000,USD,3474000000,None,None,None,None,622000000,368000000,132000000,26000000,None,-688000000,-4663000000,None,None,None,None,632000000,632000000,None,None,None,None,-2214000000,None,-1828000000,49000000,2142000000,USD,7173000000,9012000000,1839000000,1839000000,3027000000,290000000,1419000000,4146000000,None,None,None,360000000,None,65000000,None,435000000,2732000000,590000000,None,2142000000,None,3153000000,3588000000,2142000000,2016-03-15,0.64,0.62,0.02,3.2258,post-market,4256000000,4182000000
2016-05-31,39.9000,40.4300,38.5600,40.2000,34.8425,206835324,0.0000,USD,112180000000,64313000000,20152000000,20152000000,212000000,5385000000,47867000000,4000000000,None,4943000000,4943000000,34590000000,None,122000000,35973000000,2591000000,None,64390000000,17208000000,504000000,None,None,3750000000,47182000000,None,40105000000,3750000000,None,43855000000,391000000,7077000000,47289000000,0,23888000000,24217000000,4245746000,USD,3730000000,None,None,None,None,583000000,180000000,-1650000000,1000000,None,-1128000000,1833000000,None,None,None,None,623000000,623000000,None,None,None,None,-1980000000,None,4569000000,134000000,2814000000,USD,8658000000,10594000000,1936000000,1936000000,3968000000,323000000,1534000000,4690000000,None,None,None,362000000,None,126000000,None,1170000000,3732000000,918000000,None,2815000000,None,4140000000,5310000000,2814000000,2016-06-16,0.81,0.82,-0.01,-1.2195,post-market,4236000000,4146000000
2016-06-30,40.0600,41.1550,38.0750,40.9300,35.4752,433573879,0.0000,USD,112180000000,64313000000,20152000000,20152000000,212000000,5385000000,47867000000,4000000000,None,4943000000,4943000000,34590000000,None,122000000,35973000000,2591000000,None,64390000000,17208000000,504000000,None,None,3750000000,47182000000,None,40105000000,3750000000,None,43855000000,391000000,7077000000,47289000000,0,23888000000,24217000000,4245746000,USD,3730000000,None,None,None,None,583000000,180000000,-1650000000,1000000,None,-1128000000,1833000000,None,None,None,None,623000000,623000000,None,None,None,None,-1980000000,None,4569000000,134000000,2814000000,USD,8658000000,10594000000,1936000000,1936000000,3968000000,323000000,1534000000,4690000000,None,None,None,362000000,None,126000000,None,1170000000,3732000000,918000000,None,2815000000,None,4140000000,5310000000,2814000000,2016-06-16,0.81,0.82,-0.01,-1.2195,post-market,4236000000,4146000000
2016-07-29,40.7000,41.9100,40.0200,41.0400,35.7012,233387710,0.1500,USD,112180000000,64313000000,20152000000,20152000000,212000000,5385000000,47867000000,4000000000,None,4943000000,4943000000,34590000000,None,122000000,35973000000,2591000000,None,64390000000,17208000000,504000000,None,None,3750000000,47182000000,None,40105000000,3750000000,None,43855000000,391000000,7077000000,47289000000,0,23888000000,24217000000,4245746000,USD,3730000000,None,None,None,None,583000000,180000000,-1650000000,1000000,None,-1128000000,1833000000,None,None,None,None,623000000,623000000,None,None,None,None,-1980000000,None,4569000000,134000000,2814000000,USD,8658000000,10594000000,1936000000,1936000000,3968000000,323000000,1534000000,4690000000,None,None,None,362000000,None,126000000,None,1170000000,3732000000,918000000,None,2815000000,None,4140000000,5310000000,2814000000,2016-06-16,0.81,0.82,-0.01,-1.2195,post-market,4236000000,4146000000
2016-08-31,40.9100,41.6400,40.5800,41.2200,35.8578,222836062,0.0000,USD,123223000000,74451000000,28614000000,28614000000,286000000,3407000000,48772000000,4108000000,None,5091000000,5091000000,35350000000,None,None,39782000000,2362000000,None,75391000000,15142000000,551000000,None,None,999000000,60249000000,None,53057000000,999000000,None,54056000000,-901000000,7192000000,47435000000,0,23380000000,24588000000,4260465000,USD,5875000000,None,None,None,None,533000000,299000000,1993000000,-75000000,None,-5203000000,7712000000,None,None,None,None,618000000,618000000,None,None,None,None,-2172000000,None,8462000000,78000000,1832000000,USD,6819000000,8595000000,1776000000,1776000000,2641000000,315000000,1520000000,4178000000,None,None,None,416000000,None,148000000,None,533000000,2373000000,541000000,None,1832000000,None,2789000000,3322000000,1832000000,2016-09-15,0.55,0.58,-0.03,-5.1724,post-market,4221000000,4119000000
2016-09-30,40.9800,41.4196,38.7100,39.2800,34.1701,296182117,0.0000,USD,123223000000,74451000000,28614000000,28614000000,286000000,3407000000,48772000000,4108000000,None,5091000000,5091000000,35350000000,None,None,39782000000,2362000000,None,75391000000,15142000000,551000000,None,None,999000000,60249000000,None,53057000000,999000000,None,54056000000,-901000000,7192000000,47435000000,0,23380000000,24588000000,4260465000,USD,5875000000,None,None,None,None,533000000,299000000,1993000000,-75000000,None,-5203000000,7712000000,None,None,None,None,618000000,618000000,None,None,None,None,-2172000000,None,8462000000,78000000,1832000000,USD,6819000000,8595000000,1776000000,1776000000,2641000000,315000000,1520000000,4178000000,None,None,None,416000000,None,148000000,None,533000000,2373000000,541000000,None,1832000000,None,2789000000,3322000000,1832000000,2016-09-15,0.55,0.58,-0.03,-5.1724,post-market,4221000000,4119000000
2016-10-31,39.2000,39.3350,37.6200,38.4200,33.5515,218447030,0.1500,USD,123223000000,74451000000,28614000000,28614000000,286000000,3407000000,48772000000,4108000000,None,5091000000,5091000000,35350000000,None,None,39782000000,2362000000,None,75391000000,15142000000,551000000,None,None,999000000,60249000000,None,53057000000,999000000,None,54056000000,-901000000,7192000000,47435000000,0,23380000000,24588000000,4260465000,USD,5875000000,None,None,None,None,533000000,299000000,1993000000,-75000000,None,-5203000000,7712000000,None,None,None,None,618000000,618000000,None,None,None,None,-2172000000,None,8462000000,78000000,1832000000,USD,6819000000,8595000000,1776000000,1776000000,2641000000,315000000,1520000000,4178000000,None,None,None,416000000,None,148000000,None,533000000,2373000000,541000000,None,1832000000,None,2789000000,3322000000,1832000000,2016-09-15,0.55,0.58,-0.03,-5.1724,post-market,4221000000,4119000000
2016-11-30,38.5800,40.7400,37.9750,40.1900,35.0972,262339245,0.0000,USD,123600000000,64734000000,18592000000,18592000000,327000000,3690000000,58866000000,4882000000,None,7968000000,7968000000,42083000000,None,None,39614000000,2511000000,None,74755000000,16347000000,615000000,None,None,3838000000,58408000000,None,50489000000,3838000000,None,54327000000,-616000000,7919000000,48462000000,0,24375000000,25159000000,4233333000,USD,1086000000,None,None,None,None,543000000,757000000,-313000000,-41000000,None,-9717000000,-973000000,None,None,None,None,614000000,614000000,None,None,None,None,-585000000,None,-10022000000,-418000000,2032000000,USD,7238000000,9035000000,1797000000,1797000000,3037000000,303000000,1510000000,4201000000,None,None,None,451000000,None,99000000,None,314000000,2685000000,653000000,None,2032000000,None,3163000000,3477000000,2032000000,2016-12-15,0.61,0.6,0.01,1.6667,post-market,4195000000,4104000000
2016-12-30,40.1100,41.1400,37.6400,38.4500,33.5777,308405154,0.0000,USD,123600000000,64734000000,18592000000,18592000000,327000000,3690000000,58866000000,4882000000,None,7968000000,7968000000,42083000000,None,None,39614000000,2511000000,None,74755000000,16347000000,615000000,None,None,3838000000,58408000000,None,50489000000,3838000000,None,54327000000,-616000000,7919000000,48462000000,0,24375000000,25159000000,4233333000,USD,1086000000,None,None,None,None,543000000,757000000,-313000000,-41000000,None,-9717000000,-973000000,None,None,None,None,614000000,614000000,None,None,None,None,-585000000,None,-10022000000,-418000000,2032000000,USD,7238000000,9035000000,1797000000,1797000000,3037000000,303000000,1510000000,4201000000,None,None,None,451000000,None,99000000,None,314000000,2685000000,653000000,None,2032000000,None,3163000000,3477000000,2032000000,2016-12-15,0.61,0.6,0.01,1.6667,post-market,4195000000,4104000000
2017-01-31,38.4500,40.3900,38.3000,40.1100,35.1637,244688378,0.1500,USD,123600000000,64734000000,18592000000,18592000000,327000000,3690000000,58866000000,4882000000,None,7968000000,7968000000,42083000000,None,None,39614000000,2511000000,None,74755000000,16347000000,615000000,None,None,3838000000,58408000000,None,50489000000,3838000000,None,54327000000,-616000000,7919000000,48462000000,0,24375000000,25159000000,4233333000,USD,1086000000,None,None,None,None,543000000,757000000,-313000000,-41000000,None,-9717000000,-973000000,None,None,None,None,614000000,614000000,None,None,None,None,-585000000,None,-10022000000,-418000000,2032000000,USD,7238000000,9035000000,1797000000,1797000000,3037000000,303000000,1510000000,4201000000,None,None,None,451000000,None,99000000,None,314000000,2685000000,653000000,None,2032000000,None,3163000000,3477000000,2032000000,2016-12-15,0.61,0.6,0.01,1.6667,post-market,4195000000,4104000000
2017-02-28,40.2200,43.2600,39.6800,42.5900,37.3378,224193283,0.0000,USD,125382000000,66011000000,19748000000,19748000000,391000000,3721000000,59371000000,5070000000,None,7788000000,7788000000,42504000000,None,None,39604000000,2547000000,None,74359000000,15790000000,481000000,None,None,3498000000,58569000000,None,50469000000,3498000000,None,53967000000,-739000000,8100000000,50615000000,0,25576000000,25970000000,4224528000,USD,2699000000,None,None,None,None,656000000,440000000,-7000000,-62000000,None,-728000000,-940000000,None,None,None,None,612000000,612000000,None,None,None,None,-547000000,None,1156000000,125000000,2239000000,USD,7313000000,9205000000,1892000000,1892000000,2959000000,241000000,1521000000,4362000000,None,None,None,450000000,None,189000000,None,371000000,2698000000,459000000,None,2239000000,None,3150000000,3521000000,2239000000,2017-03-15,0.69,0.62,0.07,11.2903,post-market,4204000000,4107000000
2017-03-31,42.7500,46.9900,42.2500,44.6100,39.1087,359660482,0.0000,USD,125382000000,66011000000,19748000000,19748000000,391000000,3721000000,59371000000,5070000000,None,7788000000,7788000000,42504000000,None,None,39604000000,2547000000,None,74359000000,15790000000,481000000,None,None,3498000000,58569000000,None,50469000000,3498000000,None,53967000000,-739000000,8100000000,50615000000,0,25576000000,25970000000,4224528000,USD,2699000000,None,None,None,None,656000000,440000000,-7000000,-62000000,None,-728000000,-940000000,None,None,None,None,612000000,612000000,None,None,None,None,-547000000,None,1156000000,125000000,2239000000,USD,7313000000,9205000000,1892000000,1892000000,2959000000,241000000,1521000000,4362000000,None,None,None,450000000,None,189000000,None,371000000,2698000000,459000000,None,2239000000,None,3150000000,3521000000,2239000000,2017-03-15,0.69,0.62,0.07,11.2903,post-market,4204000000,4107000000
2017-04-28,44.6800,45.0500,43.7600,44.9600,39.5858,215280681,0.1900,USD,125382000000,66011000000,19748000000,19748000000,391000000,3721000000,59371000000,5070000000,None,7788000000,7788000000,42504000000,None,None,39604000000,2547000000,None,74359000000,15790000000,481000000,None,None,3498000000,58569000000,None,50469000000,3498000000,None,53967000000,-739000000,8100000000,50615000000,0,25576000000,25970000000,4224528000,USD,2699000000,None,None,None,None,656000000,440000000,-7000000,-62000000,None,-728000000,-940000000,None,None,None,None,612000000,612000000,None,None,None,None,-547000000,None,1156000000,125000000,2239000000,USD,7313000000,9205000000,1892000000,1892000000,2959000000,241000000,1521000000,4362000000,None,None,None,450000000,None,189000000,None,371000000,2698000000,459000000,None,2239000000,None,3150000000,3521000000,2239000000,2017-03-15,0.69,0.62,0.07,11.2903,post-market,4204000000,4107000000
2017-05-31,45.0100,45.7800,43.6000,45.3900,39.9644,215967042,0.0000,USD,134991000000,74515000000,21784000000,21784000000,300000000,5300000000,60476000000,5315000000,None,7679000000,7679000000,43045000000,None,40000000,44294000000,2837000000,None,80745000000,24178000000,599000000,None,None,9797000000,56567000000,None,48112000000,9797000000,None,57909000000,-132000000,8455000000,53860000000,0,27598000000,27065000000,4264601000,USD,4466000000,None,None,None,None,719000000,525000000,-1655000000,90000000,None,-5846000000,3287000000,None,None,None,None,787000000,787000000,None,None,None,None,-540000000,None,2036000000,129000000,3232000000,USD,8889000000,10892000000,2003000000,2003000000,4074000000,317000000,1608000000,4816000000,None,None,None,481000000,None,169000000,None,772000000,3761000000,529000000,None,3232000000,None,4210000000,4982000000,3231000000,2017-06-21,0.89,0.78,0.11,14.1026,post-market,4247000000,4130000000
2017-06-30,45.5200,51.8500,43.7400,50.1400,44.1466,382006869,0.0000,USD,134991000000,74515000000,21784000000,21784000000,300000000,5300000000,60476000000,5315000000,None,7679000000,7679000000,43045000000,None,40000000,44294000000,2837000000,None,80745000000,24178000000,599000000,None,None,9797000000,56567000000,None,48112000000,9797000000,None,57909000000,-132000000,8455000000,53860000000,0,27598000000,27065000000,4264601000,USD,4466000000,None,None,None,None,719000000,525000000,-1655000000,90000000,None,-5846000000,3287000000,None,None,None,None,787000000,787000000,None,None,None,None,-540000000,None,2036000000,129000000,3232000000,USD,8889000000,10892000000,2003000000,2003000000,4074000000,317000000,1608000000,4816000000,None,None,None,481000000,None,169000000,None,772000000,3761000000,529000000,None,3232000000,None,4210000000,4982000000,3231000000,2017-06-21,0.89,0.78,0.11,14.1026,post-market,4247000000,4130000000
2017-07-31,50.0500,51.3600,48.7700,49.9300,44.1273,218234622,0.1900,USD,134991000000,74515000000,21784000000,21784000000,300000000,5300000000,60476000000,5315000000,None,7679000000,7679000000,43045000000,None,40000000,44294000000,2837000000,None,80745000000,24178000000,599000000,None,None,9797000000,56567000000,None,48112000000,9797000000,None,57909000000,-132000000,8455000000,53860000000,0,27598000000,27065000000,4264601000,USD,4466000000,None,None,None,None,719000000,525000000,-1655000000,90000000,None,-5846000000,3287000000,None,None,None,None,787000000,787000000,None,None,None,None,-540000000,None,2036000000,129000000,3232000000,USD,8889000000,10892000000,2003000000,2003000000,4074000000,317000000,1608000000,4816000000,None,None,None,481000000,None,169000000,None,772000000,3761000000,529000000,None,3232000000,None,4210000000,4982000000,3231000000,2017-06-21,0.89,0.78,0.11,14.1026,post-market,4247000000,4130000000
2017-08-31,50.1500,50.5150,47.9800,50.3300,44.4808,212474504,0.0000,USD,133597000000,73335000000,21321000000,21321000000,312000000,3591000000,60262000000,5586000000,None,7186000000,7186000000,43020000000,None,None,45576000000,2535000000,None,77231000000,20226000000,593000000,None,None,4998000000,57005000000,None,48293000000,53397000000,None,53291000000,-1525000000,8712000000,55959000000,0,28586000000,28089000000,4288000000,USD,6566000000,None,None,None,None,696000000,473000000,1752000000,-11000000,None,-1818000000,-5441000000,None,None,None,None,788000000,788000000,None,None,None,None,-833000000,None,-463000000,230000000,2144000000,USD,7259000000,9187000000,1928000000,1928000000,2749000000,319000000,1572000000,4427000000,None,None,None,469000000,None,233000000,None,696000000,2500000000,356000000,None,2210000000,None,2969000000,3665000000,2144000000,2017-09-14,0.62,0.6,0.02,3.3333,post-market,4284000000,4156000000
2017-09-29,50.3500,53.1400,47.6400,48.3500,42.7309,397932956,0.0000,USD,133597000000,73335000000,21321000000,21321000000,312000000,3591000000,60262000000,5586000000,None,7186000000,7186000000,43020000000,None,None,45576000000,2535000000,None,77231000000,20226000000,593000000,None,None,4998000000,57005000000,None,48293000000,53397000000,None,53291000000,-1525000000,8712000000,55959000000,0,28586000000,28089000000,4288000000,USD,6566000000,None,None,None,None,696000000,473000000,1752000000,-11000000,None,-1818000000,-5441000000,None,None,None,None,788000000,788000000,None,None,None,None,-833000000,None,-463000000,230000000,2144000000,USD,7259000000,9187000000,1928000000,1928000000,2749000000,319000000,1572000000,4427000000,None,None,None,469000000,None,233000000,None,696000000,2500000000,356000000,None,2210000000,None,2969000000,3665000000,2144000000,2017-09-14,0.62,0.6,0.02,3.3333,post-market,4284000000,4156000000
2017-10-31,48.7200,51.2800,48.0000,50.9000,45.1618,306973191,0.1900,USD,133597000000,73335000000,21321000000,21321000000,312000000,3591000000,60262000000,5586000000,None,7186000000,7186000000,43020000000,None,None,45576000000,2535000000,None,77231000000,20226000000,593000000,None,None,4998000000,57005000000,None,48293000000,53397000000,None,53291000000,-1525000000,8712000000,55959000000,0,28586000000,28089000000,4288000000,USD,6566000000,None,None,None,None,696000000,473000000,1752000000,-11000000,None,-1818000000,-5441000000,None,None,None,None,788000000,788000000,None,None,None,None,-833000000,None,-463000000,230000000,2144000000,USD,7259000000,9187000000,1928000000,1928000000,2749000000,319000000,1572000000,4427000000,None,None,None,469000000,None,233000000,None,696000000,2500000000,356000000,None,2210000000,None,2969000000,3665000000,2144000000,2017-09-14,0.62,0.6,0.02,3.3333,post-market,4284000000,4156000000
2017-11-30,51.1000,51.1700,48.2000,49.0600,43.5293,244327277,0.0000,USD,138762000000,78545000000,21310000000,21310000000,436000000,3798000000,60217000000,5868000000,None,6794000000,6794000000,42964000000,None,None,50270000000,2731000000,None,82462000000,15494000000,554000000,None,None,2499000000,66968000000,None,58170000000,2499000000,None,60669000000,-1717000000,8798000000,55868000000,0,28296000000,28474000000,4283000000,USD,850000000,None,None,None,None,688000000,599000000,-223000000,-124000000,None,-5710000000,4938000000,None,None,None,None,791000000,791000000,None,None,None,None,-2055000000,None,-11000000,-89000000,2232000000,USD,7661000000,9621000000,1960000000,1960000000,3039000000,320000000,1473000000,4609000000,None,None,None,475000000,None,273000000,None,688000000,2826000000,612000000,None,2233000000,None,3301000000,3989000000,2214000000,2017-12-14,0.7,0.68,0.02,2.9412,post-market,4283000000,4160000000
